,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
387,2008,1,3,4,1204.0,1150,1407.0,1405,WN,463,N342SW,63.0,75.0,53.0,2.0,14.0,LAX,PHX,370,3.0,7.0,0,N,0,,,,,
388,2008,1,3,4,2116.0,2040,2318.0,2250,WN,520,N283WN,62.0,70.0,53.0,28.0,36.0,LAX,PHX,370,3.0,6.0,0,N,0,5.0,0.0,0.0,0.0,23.0
389,2008,1,3,4,1556.0,1440,1804.0,1655,WN,746,N637SW,68.0,75.0,52.0,69.0,76.0,LAX,PHX,370,4.0,12.0,0,N,0,69.0,0.0,0.0,0.0,0.0
390,2008,1,3,4,1040.0,1005,1241.0,1220,WN,1058,N202WN,61.0,75.0,50.0,21.0,35.0,LAX,PHX,370,4.0,7.0,0,N,0,15.0,0.0,0.0,0.0,6.0
391,2008,1,3,4,940.0,920,1149.0,1135,WN,1155,N288WN,69.0,75.0,52.0,14.0,20.0,LAX,PHX,370,6.0,11.0,0,N,0,,,,,
392,2008,1,3,4,1419.0,1335,1624.0,1550,WN,2015,N792SW,65.0,75.0,53.0,34.0,44.0,LAX,PHX,370,3.0,9.0,0,N,0,11.0,0.0,0.0,0.0,23.0
394,2008,1,3,4,1738.0,1720,1848.0,1835,WN,225,N283WN,70.0,75.0,58.0,13.0,18.0,LAX,RNO,390,4.0,8.0,0,N,0,,,,,
395,2008,1,3,4,853.0,845,1000.0,1005,WN,1844,N313SW,67.0,80.0,56.0,-5.0,8.0,LAX,RNO,390,5.0,6.0,0,N,0,,,,,
396,2008,1,3,4,1422.0,1400,1532.0,1520,WN,2360,N618WN,70.0,80.0,60.0,12.0,22.0,LAX,RNO,390,3.0,7.0,0,N,0,,,,,
397,2008,1,3,4,1159.0,1150,1635.0,1635,WN,2624,N693SW,156.0,165.0,141.0,0.0,9.0,LAX,SAT,1210,3.0,12.0,0,N,0,,,,,
400,2008,1,3,4,2321.0,1955,38.0,2115,WN,593,N901WN,77.0,80.0,65.0,203.0,206.0,LAX,SFO,337,6.0,6.0,0,N,0,0.0,0.0,203.0,0.0,0.0
402,2008,1,3,4,2008.0,1805,2139.0,1930,WN,646,N738CB,91.0,85.0,70.0,129.0,123.0,LAX,SFO,337,5.0,16.0,0,N,0,0.0,24.0,6.0,0.0,99.0
403,2008,1,3,4,1625.0,1430,1748.0,1550,WN,656,N738CB,83.0,80.0,67.0,118.0,115.0,LAX,SFO,337,3.0,13.0,0,N,0,0.0,0.0,5.0,0.0,113.0
404,2008,1,3,4,1305.0,1050,1421.0,1210,WN,680,N738CB,76.0,80.0,63.0,131.0,135.0,LAX,SFO,337,5.0,8.0,0,N,0,0.0,0.0,131.0,0.0,0.0
405,2008,1,3,4,1558.0,1245,1709.0,1405,WN,776,N901WN,71.0,80.0,60.0,184.0,193.0,LAX,SFO,337,7.0,4.0,0,N,0,184.0,0.0,0.0,0.0,0.0
406,2008,1,3,4,1600.0,1455,1714.0,1600,WN,173,N331SW,74.0,65.0,54.0,74.0,65.0,LAX,SJC,308,5.0,15.0,0,N,0,14.0,0.0,9.0,0.0,51.0
407,2008,1,3,4,1556.0,1525,1705.0,1630,WN,232,N740SW,69.0,65.0,53.0,35.0,31.0,LAX,SJC,308,3.0,13.0,0,N,0,0.0,0.0,18.0,0.0,17.0
408,2008,1,3,4,2056.0,2000,2203.0,2105,WN,343,N687SW,67.0,65.0,56.0,58.0,56.0,LAX,SJC,308,5.0,6.0,0,N,0,21.0,0.0,2.0,0.0,35.0
410,2008,1,3,4,1159.0,1130,1259.0,1235,WN,769,N608SW,60.0,65.0,48.0,24.0,29.0,LAX,SJC,308,5.0,7.0,0,N,0,0.0,0.0,9.0,0.0,15.0
411,2008,1,3,4,2140.0,2035,2249.0,2140,WN,1113,N731SA,69.0,65.0,54.0,69.0,65.0,LAX,SJC,308,6.0,9.0,0,N,0,0.0,12.0,4.0,0.0,53.0
412,2008,1,3,4,1455.0,1425,1557.0,1530,WN,1609,N676SW,62.0,65.0,49.0,27.0,30.0,LAX,SJC,308,5.0,8.0,0,N,0,23.0,0.0,0.0,0.0,4.0
414,2008,1,3,4,1925.0,1825,2024.0,1930,WN,2359,N385SW,59.0,65.0,49.0,54.0,60.0,LAX,SJC,308,3.0,7.0,0,N,0,0.0,0.0,6.0,0.0,48.0
417,2008,1,3,4,1311.0,1240,1414.0,1350,WN,2820,N647SW,63.0,70.0,53.0,24.0,31.0,LAX,SJC,308,4.0,6.0,0,N,0,7.0,0.0,0.0,0.0,17.0
418,2008,1,3,4,1014.0,1000,1120.0,1105,WN,2969,N642WN,66.0,65.0,51.0,15.0,14.0,LAX,SJC,308,4.0,11.0,0,N,0,5.0,0.0,1.0,0.0,9.0
419,2008,1,3,4,1709.0,1700,1815.0,1805,WN,3149,N415WN,66.0,65.0,55.0,10.0,9.0,LAX,SJC,308,4.0,7.0,0,N,0,,,,,
420,2008,1,3,4,1357.0,1330,1626.0,1615,WN,554,N626SW,89.0,105.0,79.0,11.0,27.0,LAX,SLC,590,3.0,7.0,0,N,0,,,,,
421,2008,1,3,4,1114.0,1045,1347.0,1330,WN,963,N311SW,93.0,105.0,80.0,17.0,29.0,LAX,SLC,590,3.0,10.0,0,N,0,4.0,0.0,0.0,0.0,13.0
423,2008,1,3,4,2117.0,2010,2355.0,2255,WN,1485,N605SW,98.0,105.0,84.0,60.0,67.0,LAX,SLC,590,4.0,10.0,0,N,0,0.0,0.0,1.0,0.0,59.0
424,2008,1,3,4,1742.0,1650,2021.0,1935,WN,2899,N671SW,99.0,105.0,82.0,46.0,52.0,LAX,SLC,590,4.0,13.0,0,N,0,8.0,0.0,0.0,0.0,38.0
425,2008,1,3,4,1108.0,1100,1226.0,1220,WN,92,N226WN,78.0,80.0,59.0,6.0,8.0,LAX,SMF,373,5.0,14.0,0,N,0,,,,,
426,2008,1,3,4,821.0,810,936.0,930,WN,337,N488WN,75.0,80.0,59.0,6.0,11.0,LAX,SMF,373,5.0,11.0,0,N,0,,,,,
427,2008,1,3,4,2013.0,1910,2121.0,2025,WN,1015,N384SW,68.0,75.0,58.0,56.0,63.0,LAX,SMF,373,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,56.0
429,2008,1,3,4,949.0,900,1103.0,1020,WN,1486,N613SW,74.0,80.0,61.0,43.0,49.0,LAX,SMF,373,5.0,8.0,0,N,0,40.0,0.0,0.0,0.0,3.0
430,2008,1,3,4,2215.0,2125,2321.0,2245,WN,2437,N225WN,66.0,80.0,58.0,36.0,50.0,LAX,SMF,373,3.0,5.0,0,N,0,1.0,0.0,0.0,0.0,35.0
431,2008,1,3,4,1524.0,1505,1634.0,1620,WN,2720,N629SW,70.0,75.0,59.0,14.0,19.0,LAX,SMF,373,4.0,7.0,0,N,0,,,,,
432,2008,1,3,4,1441.0,1350,1549.0,1510,WN,2985,N727SW,68.0,80.0,56.0,39.0,51.0,LAX,SMF,373,4.0,8.0,0,N,0,8.0,0.0,0.0,0.0,31.0
433,2008,1,3,4,1743.0,1715,1853.0,1830,WN,3155,N449WN,70.0,75.0,59.0,23.0,28.0,LAX,SMF,373,4.0,7.0,0,N,0,8.0,0.0,0.0,0.0,15.0
434,2008,1,3,4,2049.0,2035,2204.0,2155,WN,3584,N416WN,75.0,80.0,62.0,9.0,14.0,LAX,SMF,373,6.0,7.0,0,N,0,,,,,
435,2008,1,3,4,1725.0,1655,2238.0,2225,WN,71,N312SW,193.0,210.0,179.0,13.0,30.0,LAX,STL,1593,4.0,10.0,0,N,0,,,,,
436,2008,1,3,4,1356.0,1345,1608.0,1600,WN,75,N283WN,72.0,75.0,60.0,8.0,11.0,LAX,TUS,451,3.0,9.0,0,N,0,,,,,
437,2008,1,3,4,2005.0,1850,2219.0,2105,WN,1044,N306SW,74.0,75.0,61.0,74.0,75.0,LAX,TUS,451,3.0,10.0,0,N,0,0.0,0.0,0.0,0.0,74.0
440,2008,1,3,4,1052.0,1040,1301.0,1300,WN,3831,N451WN,69.0,80.0,60.0,1.0,12.0,LAX,TUS,451,4.0,5.0,0,N,0,,,,,
441,2008,1,3,4,2110.0,2040,2326.0,2300,WN,3939,N654SW,76.0,80.0,61.0,26.0,30.0,LAX,TUS,451,5.0,10.0,0,N,0,0.0,0.0,0.0,0.0,26.0
443,2008,1,3,4,1825.0,1745,1921.0,1850,WN,555,N506SW,56.0,65.0,47.0,31.0,40.0,LBB,AUS,341,4.0,5.0,0,N,0,4.0,0.0,0.0,0.0,27.0
446,2008,1,3,4,1016.0,1010,1119.0,1110,WN,21,N501SW,63.0,60.0,49.0,9.0,6.0,LBB,DAL,293,3.0,11.0,0,N,0,,,,,
447,2008,1,3,4,1402.0,1340,1501.0,1440,WN,35,N520SW,59.0,60.0,50.0,21.0,22.0,LBB,DAL,293,2.0,7.0,0,N,0,3.0,0.0,0.0,0.0,18.0
448,2008,1,3,4,1652.0,1640,1748.0,1740,WN,141,N370SW,56.0,60.0,48.0,8.0,12.0,LBB,DAL,293,3.0,5.0,0,N,0,,,,,
450,2008,1,3,4,1825.0,1815,1923.0,1915,WN,1312,N501SW,58.0,60.0,47.0,8.0,10.0,LBB,DAL,293,5.0,6.0,0,N,0,,,,,
451,2008,1,3,4,1606.0,1525,1705.0,1625,WN,2382,N404WN,59.0,60.0,50.0,40.0,41.0,LBB,DAL,293,3.0,6.0,0,N,0,0.0,0.0,0.0,0.0,40.0
455,2008,1,3,4,1654.0,1550,2006.0,1900,WN,438,N309SW,132.0,130.0,121.0,66.0,64.0,LIT,BWI,912,3.0,8.0,0,N,0,6.0,0.0,2.0,0.0,58.0
457,2008,1,3,4,1516.0,1500,1614.0,1605,WN,41,N240WN,58.0,65.0,49.0,9.0,16.0,LIT,DAL,296,3.0,6.0,0,N,0,,,,,
458,2008,1,3,4,1752.0,1705,1854.0,1810,WN,49,N502SW,62.0,65.0,49.0,44.0,47.0,LIT,DAL,296,4.0,9.0,0,N,0,0.0,0.0,0.0,0.0,44.0
459,2008,1,3,4,1251.0,1235,1348.0,1340,WN,700,N678AA,57.0,65.0,48.0,8.0,16.0,LIT,DAL,296,3.0,6.0,0,N,0,,,,,
460,2008,1,3,4,1108.0,1100,1206.0,1205,WN,2177,N522SW,58.0,65.0,49.0,1.0,8.0,LIT,DAL,296,3.0,6.0,0,N,0,,,,,
461,2008,1,3,4,2029.0,1950,2127.0,2055,WN,2263,N514SW,58.0,65.0,49.0,32.0,39.0,LIT,DAL,296,3.0,6.0,0,N,0,0.0,0.0,0.0,0.0,32.0
463,2008,1,3,4,1417.0,1405,1535.0,1530,WN,231,N787SA,78.0,85.0,71.0,5.0,12.0,LIT,HOU,393,2.0,5.0,0,N,0,,,,,
464,2008,1,3,4,1319.0,1310,1440.0,1440,WN,3053,N418WN,201.0,210.0,188.0,0.0,9.0,LIT,LAS,1295,5.0,8.0,0,N,0,,,,,
465,2008,1,3,4,1051.0,1035,1246.0,1215,WN,8,N339SW,115.0,100.0,82.0,31.0,16.0,LIT,MDW,544,25.0,8.0,0,N,0,16.0,0.0,15.0,0.0,0.0
467,2008,1,3,4,1846.0,1815,1951.0,1920,WN,3168,N513SW,65.0,65.0,53.0,31.0,31.0,LIT,STL,296,4.0,8.0,0,N,0,4.0,0.0,0.0,0.0,27.0
469,2008,1,3,4,1615.0,1130,1623.0,1135,WN,10,N617SW,68.0,65.0,56.0,288.0,285.0,MAF,ABQ,332,4.0,8.0,0,N,0,285.0,0.0,3.0,0.0,0.0
471,2008,1,3,4,1852.0,1830,1942.0,1925,WN,2374,N379SW,50.0,55.0,40.0,17.0,22.0,MAF,AUS,294,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,17.0
472,2008,1,3,4,1602.0,1535,1701.0,1635,WN,43,N503SW,59.0,60.0,46.0,26.0,27.0,MAF,DAL,319,3.0,10.0,0,N,0,0.0,0.0,0.0,0.0,26.0
473,2008,1,3,4,1836.0,1805,1930.0,1905,WN,53,N527SW,54.0,60.0,46.0,25.0,31.0,MAF,DAL,319,3.0,5.0,0,N,0,0.0,0.0,0.0,0.0,25.0
474,2008,1,3,4,1956.0,1945,2056.0,2045,WN,271,N512SW,60.0,60.0,46.0,11.0,11.0,MAF,DAL,319,2.0,12.0,0,N,0,,,,,
475,2008,1,3,4,944.0,915,1046.0,1015,WN,914,N692SW,62.0,60.0,53.0,31.0,29.0,MAF,DAL,319,2.0,7.0,0,N,0,0.0,0.0,2.0,0.0,29.0
479,2008,1,3,4,1625.0,1450,1731.0,1605,WN,3828,N333SW,66.0,75.0,57.0,86.0,95.0,MAF,HOU,441,2.0,7.0,0,N,0,85.0,0.0,0.0,0.0,1.0
480,2008,1,3,4,1739.0,1730,1758.0,1750,WN,317,N335SW,139.0,140.0,123.0,8.0,9.0,MAF,LAS,796,4.0,12.0,0,N,0,,,,,
481,2008,1,3,4,1905.0,1850,2010.0,2000,WN,1493,N356SW,125.0,130.0,106.0,10.0,15.0,MCI,ABQ,718,5.0,14.0,0,N,0,,,,,
482,2008,1,3,4,856.0,850,950.0,1000,WN,1655,N669SW,114.0,130.0,102.0,-10.0,6.0,MCI,ABQ,718,4.0,8.0,0,N,0,,,,,
484,2008,1,3,4,1159.0,1150,1325.0,1310,WN,290,N224WN,86.0,80.0,69.0,15.0,9.0,MCI,BNA,491,5.0,12.0,0,N,0,6.0,0.0,6.0,0.0,3.0
485,2008,1,3,4,2130.0,2115,2300.0,2235,WN,1568,N227WN,90.0,80.0,65.0,25.0,15.0,MCI,BNA,491,11.0,14.0,0,N,0,0.0,0.0,10.0,0.0,15.0
488,2008,1,3,4,1404.0,1350,1726.0,1710,WN,3320,N354SW,142.0,140.0,125.0,16.0,14.0,MCI,BWI,967,9.0,8.0,0,N,0,10.0,0.0,2.0,0.0,4.0
489,2008,1,3,4,1958.0,1930,2310.0,2250,WN,3829,N465WN,132.0,140.0,118.0,20.0,28.0,MCI,BWI,967,5.0,9.0,0,N,0,0.0,0.0,0.0,0.0,20.0
491,2008,1,3,4,937.0,910,1102.0,1040,WN,19,N511SW,85.0,90.0,71.0,22.0,27.0,MCI,DAL,461,4.0,10.0,0,N,0,2.0,0.0,0.0,0.0,20.0
492,2008,1,3,4,1251.0,1235,1415.0,1405,WN,33,N525SW,84.0,90.0,70.0,10.0,16.0,MCI,DAL,461,4.0,10.0,0,N,0,,,,,
493,2008,1,3,4,2009.0,1910,2132.0,2040,WN,59,N628SW,83.0,90.0,70.0,52.0,59.0,MCI,DAL,461,2.0,11.0,0,N,0,0.0,0.0,0.0,0.0,52.0
496,2008,1,3,4,1101.0,1055,1142.0,1145,WN,454,N603SW,101.0,110.0,84.0,-3.0,6.0,MCI,DEN,533,6.0,11.0,0,N,0,,,,,
497,2008,1,3,4,1917.0,1855,1959.0,1940,WN,977,N376SW,102.0,105.0,88.0,19.0,22.0,MCI,DEN,533,6.0,8.0,0,N,0,3.0,0.0,0.0,0.0,16.0
498,2008,1,3,4,1502.0,1440,1540.0,1525,WN,1151,N386SW,98.0,105.0,83.0,15.0,22.0,MCI,DEN,533,5.0,10.0,0,N,0,12.0,0.0,0.0,0.0,3.0
499,2008,1,3,4,643.0,630,726.0,720,WN,1235,N600WN,103.0,110.0,83.0,6.0,13.0,MCI,DEN,533,9.0,11.0,0,N,0,,,,,
500,2008,1,3,4,1038.0,1010,1259.0,1230,WN,4,N674AA,81.0,80.0,63.0,29.0,28.0,MCI,IND,451,8.0,10.0,0,N,0,3.0,0.0,1.0,0.0,25.0
501,2008,1,3,4,1920.0,1850,2140.0,2110,WN,321,N742SW,80.0,80.0,61.0,30.0,30.0,MCI,IND,451,9.0,10.0,0,N,0,30.0,0.0,0.0,0.0,0.0
502,2008,1,3,4,1429.0,1420,1531.0,1535,WN,187,N690SW,182.0,195.0,168.0,-4.0,9.0,MCI,LAS,1140,4.0,10.0,0,N,0,,,,,
504,2008,1,3,4,1801.0,1725,1900.0,1835,WN,962,N302SW,179.0,190.0,164.0,25.0,36.0,MCI,LAS,1140,6.0,9.0,0,N,0,10.0,0.0,0.0,0.0,15.0
505,2008,1,3,4,725.0,655,819.0,810,WN,1670,N742SW,174.0,195.0,162.0,9.0,30.0,MCI,LAS,1140,3.0,9.0,0,N,0,,,,,
508,2008,1,3,4,1751.0,1720,1938.0,1905,WN,810,N648SW,227.0,225.0,200.0,33.0,31.0,MCI,LAX,1363,18.0,9.0,0,N,0,31.0,0.0,2.0,0.0,0.0
509,2008,1,3,4,645.0,635,822.0,820,WN,1844,N313SW,217.0,225.0,196.0,2.0,10.0,MCI,LAX,1363,10.0,11.0,0,N,0,,,,,
510,2008,1,3,4,1518.0,1455,1658.0,1640,WN,3155,N449WN,220.0,225.0,203.0,18.0,23.0,MCI,LAX,1363,6.0,11.0,0,N,0,9.0,0.0,0.0,0.0,9.0
512,2008,1,3,4,1922.0,1850,2253.0,2225,WN,730,N756SA,151.0,155.0,135.0,28.0,32.0,MCI,MCO,1072,5.0,11.0,0,N,0,0.0,0.0,0.0,0.0,28.0
513,2008,1,3,4,1252.0,1245,1625.0,1625,WN,1949,N650SW,153.0,160.0,136.0,0.0,7.0,MCI,MCO,1072,6.0,11.0,0,N,0,,,,,
514,2008,1,3,4,723.0,705,1053.0,1050,WN,2279,N662SW,150.0,165.0,134.0,3.0,18.0,MCI,MCO,1072,6.0,10.0,0,N,0,,,,,
516,2008,1,3,4,2229.0,2100,2343.0,2215,WN,48,N661SW,74.0,75.0,60.0,88.0,89.0,MCI,MDW,405,5.0,9.0,0,N,0,1.0,0.0,0.0,0.0,87.0
517,2008,1,3,4,848.0,835,1008.0,955,WN,95,N499WN,80.0,80.0,64.0,13.0,13.0,MCI,MDW,405,5.0,11.0,0,N,0,,,,,
518,2008,1,3,4,1811.0,1805,1934.0,1925,WN,154,N353SW,83.0,80.0,62.0,9.0,6.0,MCI,MDW,405,10.0,11.0,0,N,0,,,,,
519,2008,1,3,4,1028.0,1010,1154.0,1130,WN,308,N502SW,86.0,80.0,66.0,24.0,18.0,MCI,MDW,405,8.0,12.0,0,N,0,16.0,0.0,6.0,0.0,2.0
526,2008,1,3,4,2014.0,1935,2143.0,2055,WN,3915,N528SW,89.0,80.0,60.0,48.0,39.0,MCI,MDW,405,20.0,9.0,0,N,0,0.0,0.0,9.0,0.0,39.0
528,2008,1,3,4,1548.0,1530,1749.0,1735,WN,3307,N667SW,241.0,245.0,228.0,14.0,18.0,MCI,OAK,1489,5.0,8.0,0,N,0,,,,,
530,2008,1,3,4,1130.0,1120,1232.0,1225,WN,449,N528SW,62.0,65.0,50.0,7.0,10.0,MCI,OKC,313,2.0,10.0,0,N,0,,,,,
531,2008,1,3,4,2135.0,2125,2239.0,2235,WN,727,N399WN,64.0,70.0,50.0,4.0,10.0,MCI,OKC,313,4.0,10.0,0,N,0,,,,,
532,2008,1,3,4,1804.0,1700,1918.0,1810,WN,1257,N507SW,74.0,70.0,47.0,68.0,64.0,MCI,OKC,313,19.0,8.0,0,N,0,0.0,0.0,4.0,0.0,64.0
533,2008,1,3,4,1309.0,1230,1455.0,1425,WN,914,N692SW,226.0,235.0,214.0,30.0,39.0,MCI,PDX,1481,4.0,8.0,0,N,0,5.0,0.0,0.0,0.0,25.0
534,2008,1,3,4,654.0,640,839.0,845,WN,453,N232WN,165.0,185.0,151.0,-6.0,14.0,MCI,PHX,1044,4.0,10.0,0,N,0,,,,,
535,2008,1,3,4,1644.0,1635,1839.0,1830,WN,655,N728SW,175.0,175.0,160.0,9.0,9.0,MCI,PHX,1044,5.0,10.0,0,N,0,,,,,
536,2008,1,3,4,2128.0,2025,2328.0,2220,WN,1579,N775SW,180.0,175.0,162.0,68.0,63.0,MCI,PHX,1044,5.0,13.0,0,N,0,4.0,0.0,5.0,0.0,59.0
537,2008,1,3,4,1108.0,1045,1255.0,1240,WN,3943,N310SW,167.0,175.0,154.0,15.0,23.0,MCI,PHX,1044,5.0,8.0,0,N,0,11.0,0.0,0.0,0.0,4.0
539,2008,1,3,4,811.0,755,937.0,935,WN,2298,N338SW,206.0,220.0,187.0,2.0,16.0,MCI,SAN,1333,12.0,7.0,0,N,0,,,,,
540,2008,1,3,4,1518.0,1430,1704.0,1640,WN,1308,N391SW,226.0,250.0,214.0,24.0,48.0,MCI,SEA,1489,3.0,9.0,0,N,0,4.0,0.0,0.0,0.0,20.0
541,2008,1,3,4,1911.0,1850,2054.0,2045,WN,102,N639SW,223.0,235.0,208.0,9.0,21.0,MCI,SMF,1442,5.0,10.0,0,N,0,,,,,
543,2008,1,3,4,1537.0,1450,1628.0,1545,WN,283,N213WN,51.0,55.0,37.0,43.0,47.0,MCI,STL,237,4.0,10.0,0,N,0,0.0,0.0,0.0,0.0,43.0
544,2008,1,3,4,2037.0,2020,2129.0,2115,WN,1230,N677AA,52.0,55.0,36.0,14.0,17.0,MCI,STL,237,4.0,12.0,0,N,0,,,,,
546,2008,1,3,4,1929.0,1835,2018.0,1930,WN,2039,N386SW,49.0,55.0,36.0,48.0,54.0,MCI,STL,237,5.0,8.0,0,N,0,0.0,0.0,0.0,0.0,48.0
549,2008,1,3,4,818.0,805,1145.0,1135,WN,629,N376SW,147.0,150.0,131.0,10.0,13.0,MCI,TPA,1048,4.0,12.0,0,N,0,,,,,
550,2008,1,3,4,1605.0,1440,1701.0,1535,WN,132,N704SW,56.0,55.0,37.0,86.0,85.0,MCI,TUL,223,4.0,15.0,0,N,0,0.0,0.0,1.0,0.0,85.0
551,2008,1,3,4,1102.0,1030,1152.0,1125,WN,407,N636WN,50.0,55.0,37.0,27.0,32.0,MCI,TUL,223,3.0,10.0,0,N,0,7.0,0.0,0.0,0.0,20.0
552,2008,1,3,4,1901.0,1810,1949.0,1905,WN,2900,N504SW,48.0,55.0,36.0,44.0,51.0,MCI,TUL,223,3.0,9.0,0,N,0,3.0,0.0,0.0,0.0,41.0
553,2008,1,3,4,1331.0,1245,1528.0,1455,WN,2284,N409WN,237.0,250.0,221.0,33.0,46.0,MCO,ABQ,1552,5.0,11.0,0,N,0,4.0,0.0,0.0,0.0,29.0
555,2008,1,3,4,2002.0,1955,2243.0,2235,WN,1744,N387SW,161.0,160.0,148.0,8.0,7.0,MCO,ALB,1073,4.0,9.0,0,N,0,,,,,
556,2008,1,3,4,1317.0,1300,1607.0,1540,WN,3075,N208WN,170.0,160.0,149.0,27.0,17.0,MCO,ALB,1073,11.0,10.0,0,N,0,10.0,0.0,10.0,0.0,7.0
558,2008,1,3,4,1315.0,1300,1500.0,1500,WN,687,N663SW,165.0,180.0,149.0,0.0,15.0,MCO,AUS,993,5.0,11.0,0,N,0,,,,,
560,2008,1,3,4,1057.0,1030,1347.0,1305,WN,1656,N390SW,170.0,155.0,155.0,42.0,27.0,MCO,BDL,1050,4.0,11.0,0,N,0,15.0,0.0,15.0,0.0,12.0
562,2008,1,3,4,727.0,715,757.0,750,WN,573,N463WN,90.0,95.0,74.0,7.0,12.0,MCO,BHM,478,2.0,14.0,0,N,0,,,,,
563,2008,1,3,4,1705.0,1655,1735.0,1730,WN,2036,N650SW,90.0,95.0,78.0,5.0,10.0,MCO,BHM,478,3.0,9.0,0,N,0,,,,,
564,2008,1,3,4,1321.0,1255,1354.0,1330,WN,2715,N204WN,93.0,95.0,78.0,24.0,26.0,MCO,BHM,478,3.0,12.0,0,N,0,6.0,0.0,0.0,0.0,18.0
565,2008,1,3,4,1022.0,1015,1116.0,1115,WN,1413,N706SW,114.0,120.0,96.0,1.0,7.0,MCO,BNA,616,6.0,12.0,0,N,0,,,,,
568,2008,1,3,4,1740.0,1715,1835.0,1815,WN,3238,N365SW,115.0,120.0,97.0,20.0,25.0,MCO,BNA,616,5.0,13.0,0,N,0,11.0,0.0,0.0,0.0,9.0
569,2008,1,3,4,643.0,630,733.0,725,WN,3846,N785SW,110.0,115.0,94.0,8.0,13.0,MCO,BNA,616,3.0,13.0,0,N,0,,,,,
570,2008,1,3,4,656.0,650,938.0,925,WN,322,N460WN,162.0,155.0,147.0,13.0,6.0,MCO,BUF,1011,3.0,12.0,0,N,0,,,,,
572,2008,1,3,4,1931.0,1910,2155.0,2145,WN,3567,N443WN,144.0,155.0,133.0,10.0,21.0,MCO,BUF,1011,3.0,8.0,0,N,0,,,,,
576,2008,1,3,4,730.0,720,940.0,925,WN,889,N235WN,130.0,125.0,117.0,15.0,10.0,MCO,BWI,787,3.0,10.0,0,N,0,0.0,0.0,5.0,10.0,0.0
577,2008,1,3,4,1727.0,1710,1929.0,1920,WN,1170,N625SW,122.0,130.0,109.0,9.0,17.0,MCO,BWI,787,3.0,10.0,0,N,0,,,,,
578,2008,1,3,4,1914.0,1755,2122.0,2005,WN,1507,N334SW,128.0,130.0,113.0,77.0,79.0,MCO,BWI,787,1.0,14.0,0,N,0,0.0,0.0,0.0,0.0,77.0
579,2008,1,3,4,1346.0,1335,1554.0,1540,WN,2801,N713SW,128.0,125.0,111.0,14.0,11.0,MCO,BWI,787,4.0,13.0,0,N,0,,,,,
580,2008,1,3,4,1506.0,1500,1730.0,1705,WN,3067,N252WN,144.0,125.0,115.0,25.0,6.0,MCO,BWI,787,21.0,8.0,0,N,0,6.0,0.0,19.0,0.0,0.0
581,2008,1,3,4,1035.0,1025,1248.0,1230,WN,3220,N667SW,133.0,125.0,118.0,18.0,10.0,MCO,BWI,787,5.0,10.0,0,N,0,0.0,0.0,8.0,10.0,0.0
583,2008,1,3,4,1124.0,1110,1350.0,1335,WN,2366,N662SW,146.0,145.0,130.0,15.0,14.0,MCO,CLE,895,5.0,11.0,0,N,0,11.0,0.0,1.0,0.0,3.0
585,2008,1,3,4,1928.0,1910,2143.0,2125,WN,1602,N425LV,135.0,135.0,113.0,18.0,18.0,MCO,CMH,802,5.0,17.0,0,N,0,18.0,0.0,0.0,0.0,0.0
586,2008,1,3,4,1336.0,1330,1544.0,1545,WN,2020,N419WN,128.0,135.0,114.0,-1.0,6.0,MCO,CMH,802,3.0,11.0,0,N,0,,,,,
587,2008,1,3,4,1544.0,1525,1744.0,1740,WN,1063,N235WN,240.0,255.0,225.0,4.0,19.0,MCO,DEN,1545,5.0,10.0,0,N,0,,,,,
589,2008,1,3,4,1109.0,1055,1403.0,1335,WN,399,N621SW,174.0,160.0,147.0,28.0,14.0,MCO,DTW,957,9.0,18.0,0,N,0,5.0,0.0,14.0,0.0,9.0
590,2008,1,3,4,1654.0,1625,1922.0,1905,WN,1023,N216WR,148.0,160.0,137.0,17.0,29.0,MCO,DTW,957,4.0,7.0,0,N,0,3.0,0.0,0.0,0.0,14.0
591,2008,1,3,4,2103.0,2055,2158.0,2155,WN,380,N444WN,55.0,60.0,39.0,3.0,8.0,MCO,FLL,178,4.0,12.0,0,N,0,,,,,
592,2008,1,3,4,1957.0,1850,2053.0,1950,WN,455,N346SW,56.0,60.0,41.0,63.0,67.0,MCO,FLL,178,3.0,12.0,0,N,0,13.0,0.0,0.0,0.0,50.0
594,2008,1,3,4,1012.0,950,1113.0,1050,WN,779,N294WN,61.0,60.0,39.0,23.0,22.0,MCO,FLL,178,6.0,16.0,0,N,0,21.0,0.0,1.0,0.0,1.0
596,2008,1,3,4,1713.0,1700,1810.0,1800,WN,3509,N778SW,57.0,60.0,39.0,10.0,13.0,MCO,FLL,178,7.0,11.0,0,N,0,,,,,
597,2008,1,3,4,622.0,615,750.0,755,WN,10,N333SW,148.0,160.0,132.0,-5.0,7.0,MCO,HOU,848,3.0,13.0,0,N,0,,,,,
